RespondID,CulturalReligBelief,FearNotReadyFaceProblem,FearImmigrationLegal,FocusOtherIssues,HealthServicesTooFarAway,LackInsUnablePay,LackKnowledgeUnderstandNeed,NoAppointmentsAvailableDoctor,WaitTooLongDoctor,LackTransport,LackQualityServices,TooBusyCantGetOffWork,LackofProvidersAcceptInsure,None,Other
11168932016,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11168788711,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168783767,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,,,,
11168778770,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,Lack of Providers Who Accept Your Insurance,,
11168760288,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11168753097,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,Too Busy/Can't Get Off Work,,,
11168748328,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
11168741905,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11168735906,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168733906,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11168729577,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11168728711,,,,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11168726759,,,,,,,,,,,,,,,
11168723278,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11168718852,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168716255,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,,,,
11168712393,,,Fear (Immigration or Legal Status),,,,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11168710897,,,,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11168707645,Cultural/Religious Beliefs,,,,Health Services are Too Far Away,,,,,,,,,,
11168699973,,,,,,,,,,,,,,,
11168699946,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11168696658,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168694316,,,,,,,,,,,,,,,
11168691332,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11168684025,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11168682452,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,,,,,,
11168680256,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11168674752,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11168674651,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168670412,,,,Focus on Other Issues,,,,No Appointments Available at Doctor When Needed,,,,,,,
11168665608,,Fear (Not Ready to Face Health Problem),,,,,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11168661093,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11168657433,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,Health Services are Too Far Away,,Lack of Knowledge/Understanding of Need,,,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11168555676,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11168554852,,,,,,,,,,,,,,,Gods Curse and deadly sins
11168545071,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11168540351,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11168536382,,,Fear (Immigration or Legal Status),,,,,,,,,,,,
11168525216,,,,,,,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,,,
11168520917,,Fear (Not Ready to Face Health Problem),,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11168520286,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,"We don't have great doctors and hence poor hospitals because there is no draw for a doctor to live here. If there were a beautiful town center like UTC in sarasota, then there would be a draw to live here and would pull in higher educated individuals and improve the quality of doctors and healthcare providers who would live in our county. Poor malls and restaurants equates to a lack of professionals wanting to live in the area."
11168515917,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167625375,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11167431696,,,,,,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11167371497,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11167368685,Cultural/Religious Beliefs,,,,Health Services are Too Far Away,,,,,Lack of Transportation,,,,,
11167363899,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11167361483,,,,,,,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11167355328,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167355078,,Fear (Not Ready to Face Health Problem),,,,,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11167347456,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,,,,,Lack of Transportation,,,,,
11167340559,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11167332746,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11167331627,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,Lack of Quality Services,,,,
11167326695,Cultural/Religious Beliefs,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11167324290,,,,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11167323591,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11167323157,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11167320154,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11167314128,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11167313784,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11167311362,,,,,,,,,,,,,,,
11167303084,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11167295215,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11167287819,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167284362,,,,,,,,,,,,,,,
11167280863,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11167274556,,,,,,,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11167266176,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11167261821,Cultural/Religious Beliefs,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11167261578,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11167255956,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,,,,
11167249988,,,Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11167245164,,,,,,,,,,,,,,,
11167241797,,,,,,,,,,,,,,,
11167232106,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11167227383,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11167227065,,,,,,,,,,,,,,None/No Barriers,
11167220640,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11167217319,,,,,,,,,,,,,,None/No Barriers,
11167212890,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,,Lack of Knowledge/Understanding of Need,,,,,Too Busy/Can't Get Off Work,,,
11167205603,,,,,,,,,,,,,,,
11167204119,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167201133,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167188862,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11167176644,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11167164714,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11167151703,,,,,Health Services are Too Far Away,,,No Appointments Available at Doctor When Needed,,,,,,,
11167130622,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11167119189,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11167106075,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11167099178,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11167083032,,Fear (Not Ready to Face Health Problem),,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11167068541,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11166982689,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11166274825,,,,,,,,,,,,,,None/No Barriers,
11166260590,,,,,,,,,,,,,,None/No Barriers,
11166258730,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11166251179,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11166241233,Cultural/Religious Beliefs,,,,,,,No Appointments Available at Doctor When Needed,,,,,,,
11166239306,,,,,,,,,,,,,,None/No Barriers,
11166226128,Cultural/Religious Beliefs,,,,,,,,,,,,,,
11166224969,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11166214336,,,,,,,,,,,,,,,
11166209726,,,,,,,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11166206361,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,,,,,,,,,,
11166194194,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,,,
11166188312,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11166183367,,Fear (Not Ready to Face Health Problem),,,,,,,,,,,,,
11166167471,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11166166359,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11166063300,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11165669973,,,,,,,,,,,,,,None/No Barriers,
11165012444,,Fear (Not Ready to Face Health Problem),,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11164815511,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11164812014,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11164650427,,,Fear (Immigration or Legal Status),,,,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11164494487,,,,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11163939883,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11163388957,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11163297153,,,,,Health Services are Too Far Away,,,,,,,,,,
11162819218,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11162801723,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11162271812,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11162152745,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11161432220,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,,,,
11160859560,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,Lack of Quality Services,,,,
11160845455,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,Lack of Quality Services,,,,
11160839838,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160831679,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11160827427,,,,,,,,,,,,,,,
11160822002,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11160816054,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160810539,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160805278,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11160791306,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160785593,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11160779076,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11160773314,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11160766622,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,Lack of Quality Services,,,,
11160766172,Cultural/Religious Beliefs,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160761445,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160753990,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11160748232,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11160740726,,,,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11160734603,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11160723234,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11160715764,,,,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11160709152,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,,,
11160702251,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11160696530,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11160688201,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160682142,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160671864,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,cant afford
11160664703,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160657255,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,,,,,
11160649755,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11160643190,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11160623096,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160391837,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11160236580,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11160198624,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11160194782,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,Lack of Quality Services,,,,lack of quality care (seniors)
11160192650,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11160183275,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,drugs
11160183107,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11160176796,,,,Focus on Other Issues,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11160175349,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160167278,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11160166822,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160158525,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160156592,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11160150713,,,,,,,,,,,,,,,
11160145292,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,,Lack of Providers Who Accept Your Insurance,,
11160140163,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160133375,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11160114124,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160087778,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11160081544,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160072417,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11160058432,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,,Too Busy/Can't Get Off Work,,,
11160050229,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11160032419,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11160024805,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11160016253,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11160007197,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,,,,
11160001373,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,,,
11159993452,,,,,,,,,,Lack of Transportation,,,,,
11159983528,,,,,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11159969440,,,,,,,,,,,,,,,
11159945746,,,,Focus on Other Issues,,,,,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11159915169,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11159874639,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11159833224,,,,,,Lack of Insurance/Unable to Pay,,,,,,,Lack of Providers Who Accept Your Insurance,,
11159580546,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11159545783,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11159453494,,,Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,Lack of Quality Services,,,,
11159150368,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,Lack of Quality Services,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11158603756,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11158344605,,,,,,Lack of Insurance/Unable to Pay,,,,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11158124724,,,,,,,,,,,,,,,no
11158114694,,Fear (Not Ready to Face Health Problem),,,,,,,,,,,,,
11158093972,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,Lack of Providers Who Accept Your Insurance,,
11158066008,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,Lack of Providers Who Accept Your Insurance,,
11158051821,,,,,,,,No Appointments Available at Doctor When Needed,,,Lack of Quality Services,,Lack of Providers Who Accept Your Insurance,,
11158050713,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11158044531,,Fear (Not Ready to Face Health Problem),Fear (Immigration or Legal Status),,,Lack of Insurance/Unable to Pay,,,,,,,,,
11158030580,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11158029931,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11158017301,,Fear (Not Ready to Face Health Problem),,Focus on Other Issues,,Lack of Insurance/Unable to Pay,,,,,,,,,
11158012615,,,,,,,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11158001994,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,,,,,,
11157998657,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11157992334,,,Fear (Immigration or Legal Status),,Health Services are Too Far Away,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11157984902,,,,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11157982800,,Fear (Not Ready to Face Health Problem),,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,,,,Lack of Quality Services,,,,Some doctors are indifferent with treatment if your not insured.
11157973953,,,,,,Lack of Insurance/Unable to Pay,,No Appointments Available at Doctor When Needed,,Lack of Transportation,,,,,
11157960875,,,,,,,Lack of Knowledge/Understanding of Need,,,Lack of Transportation,,Too Busy/Can't Get Off Work,,,
11157958204,,,,,,,,No Appointments Available at Doctor When Needed,,,,,Lack of Providers Who Accept Your Insurance,,
11157946891,,,,,,,Lack of Knowledge/Understanding of Need,,,,,,,,
11157929114,,,,,,Lack of Insurance/Unable to Pay,,,,,Lack of Quality Services,,,,
11157907426,,,,,,,,,,,,,,,
11157896675,,,,,,Lack of Insurance/Unable to Pay,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,Have to Wait Too Long at Doctor's Visit,Lack of Transportation,,,,,
11157895116,,,,,,,Lack of Knowledge/Understanding of Need,No Appointments Available at Doctor When Needed,,,,,,,
11157757028,,,,,,Lack of Insurance/Unable to Pay,,,,,,,,,
11157515766,,,,,,Lack of Insurance/Unable to Pay,,,Have to Wait Too Long at Doctor's Visit,,,Too Busy/Can't Get Off Work,,,
