Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11164812014,Permanent,35-59,Male,White,Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,34223,No,Married,Bachelor's Degree
11164650427,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",4,33952,Yes,Single,Some College
11164494487,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"Over $150,000",2,33948,No,Married,Bachelor's Degree
11163939883,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$90,001 to $150,000",5,34224,No,Married,Associate's Degree
11163388957,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",6,34275,No,Married,Advance Degree (Masters or Doctorate)
11163297153,,,,,,,,,,,,,,,,,,,
11162819218,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",1,33953,No,Widowed,High School Diploma/GED
11162801723,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,33950,Yes,Married,High School Diploma/GED
11162271812,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33955,No,Married,Bachelor's Degree
11162152745,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33952,No,Married,Bachelor's Degree
11161432220,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,33952,Yes,Married,High School Diploma/GED
11160859560,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Live with Others,,"$15,000 to $45,000",4,33952,Yes,Single,Some College
11160845455,,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",2,33952,Yes,Single,High School Diploma/GED
11160839838,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Unemployed,Live with Others,,"$15,000 to $45,000",3,33948,Yes,Divorced,Some College
11160831679,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Part Time,Live with Others,,"$15,000 to $45,000",4,33952,Yes,Divorced,High School Diploma/GED
11160827427,,,,,,,,,,,,,,"Less than $15,000",3,,Yes,Single,Some College
11160822002,Temporary,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Self-Employed,Rent a Home,,"Less than $15,000",3,33952,Yes,Married,Some College
11160816054,Permanent,35-59,Male,White,,English,,No Insurance,,Yes,Full Time,Live with Others,,"Less than $15,000",4,33952,Yes,Married,High School Diploma/GED
11160810539,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Live with Others,,"$15,000 to $45,000",,33948,Yes,Single,High School Diploma/GED
11160805278,Seasonal,18-34,Male,Mixed,,English,,No Insurance,,Yes,Self-Employed,,,"$15,000 to $45,000",3,34288,Not Sure,Single,Some High School or Less
11160791306,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Own a Home,,,,33948,No,Married,Some High School or Less
11160785593,Permanent,60 and over,Male,Black or African American,Not Hispanic or Latino,English,,,,No,Full Time,Live with Others,,"Less than $15,000",3,33980,Yes,Single,High School Diploma/GED
11160779076,Permanent,35-59,Male,White,,English,,No Insurance,,No,Unemployed,,,"Less than $15,000",,,,,Some College
11160773314,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Self-Employed,Rent a Home,,"$45,001 to $90,000",8,33981,Yes,Single,High School Diploma/GED
11160766622,Permanent,35-59,Male,Mixed,Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33952,Yes,Married,High School Diploma/GED
11160766172,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33983,Not Sure,Married,High School Diploma/GED
11160761445,Permanent,35-59,Male,White,,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",4,33948,Yes,Married,Some High School or Less
11160753990,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,No,Married,High School Diploma/GED
11160748232,Temporary,35-59,Male,White,,,,No Insurance,,No,,Own a Home,,"$90,001 to $150,000",3,33936,Yes,Single,Some College
11160740726,Permanent,18-34,Male,White,,English,,No Insurance,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",3,33952,Yes,Married,High School Diploma/GED
11160734603,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",4,33981,Yes,Single,Some College
11160723234,Temporary,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Live with Others,,"$90,001 to $150,000",,33615,Yes,Single,Some High School or Less
11160715764,Permanent,35-59,Female,White,,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,No,,Bachelor's Degree
11160709152,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33952,Yes,Single,Associate's Degree
11160702251,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",5,33955,Not Sure,Married,Associate's Degree
11160696530,Temporary,18-34,Female,White,Hispanic or Latino,English,,Medicare/Medicaid,,No,Self-Employed,Live with Others,,"$15,000 to $45,000",3,33952,Yes,Single,Some High School or Less
11160688201,Permanent,18-34,Female,Mixed,,English,,Medicare/Medicaid,,Yes,Part Time,Live with Others,,"Less than $15,000",6,33952,Yes,Single,Some High School or Less
11160682142,Permanent,35-59,Female,White,,English,,No Insurance,,Yes,Self-Employed,Own a Home,,"$15,000 to $45,000",6,34288,Yes,Married,Some College
11160671864,Permanent,35-59,Female,White,,English,,,,Yes,Unemployed,Live with Others,,"Less than $15,000",2,33948,Not Sure,Divorced,Bachelor's Degree
11160664703,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,33950,Yes,Single,High School Diploma/GED
11160657255,Temporary,18-34,Female,Black or African American,,English,,Private insurance,,No,Unemployed,Live with Others,,"$45,001 to $90,000",3,33880,Not Sure,Single,Some College
11160649755,Permanent,18-34,Female,Mixed,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33982,Yes,Single,High School Diploma/GED
11160643190,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,33954,Not Sure,Single,Some College
11160623096,Permanent,18-34,Female,Other,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,33952,Yes,Widowed,Some High School or Less
11160391837,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),School based insurance that is despicable!!!,No,Full Time,Own a Home,,"$45,001 to $90,000","2, but not very long ago I was raising my 2 children.",33952,Yes,Married,Advance Degree (Masters or Doctorate)
11160236580,Permanent,35-59,Female,White,,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"$45,001 to $90,000",5,34269,Yes,Single,High School Diploma/GED
11160198624,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33954,Yes,Divorced,Advance Degree (Masters or Doctorate)
11160194782,Permanent,35-59,Female,White,,English,,No Insurance,,No,Self-Employed,Own a Home,,"$15,000 to $45,000",1,33954,Yes,Divorced,Some College
11160192650,Permanent,35-59,Female,White,,English,,No Insurance,,No,Unemployed,Rent a Home,,"Less than $15,000",2,33953,Yes,Divorced,Associate's Degree
11160183275,Temporary,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33955,Not Sure,Single,Some High School or Less
11160183107,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",4,33981,Yes,Single,Bachelor's Degree
11160176796,Permanent,18-34,Female,White,,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33952,Yes,Divorced,Some College
11160175349,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Rent a Home,,"Less than $15,000",4,33980,Yes,Divorced,Some College
11160167278,Permanent,18-34,,,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Self-Employed,Own a Home,,"Less than $15,000",,33291,Yes,Single,High School Diploma/GED
11160166822,,35-59,Female,White,,English,,Medicare/Medicaid,,Yes,Unemployed,Live with Others,,"Less than $15,000",4,33954,Not Sure,Widowed,Some High School or Less
11160158525,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Other (please specify),homeless,"$15,000 to $45,000",1,33952,No,Divorced,Associate's Degree
11160156592,Permanent,18-34,Female,White,,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",6,33952,Yes,Single,Some High School or Less
11160150713,,,,,,,,,,,,,,"Less than $15,000",3,,Yes,Single,Some College
11160145292,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"$15,000 to $45,000",2,33952,Yes,Single,Some College
11160140163,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",3,33948,Yes,Divorced,Associate's Degree
11160133375,Temporary,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Self-Employed,Own a Home,,"$15,000 to $45,000",3,33780,Yes,Widowed,Some College
11160114124,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Own a Home,,"Less than $15,000",6,34224,Yes,Married,High School Diploma/GED
11160087778,Permanent,35-59,Female,Mixed,Hispanic or Latino,English,,,,Yes,Unemployed,Other (please specify),no response given,"Less than $15,000",2,33952,No,Married,High School Diploma/GED
11160081544,Permanent,35-59,Female,Other,Not Hispanic or Latino,English,,No Insurance,,No,Part Time,Rent a Home,,"$15,000 to $45,000",2,34224,Yes,Divorced,Some College
11160072417,Temporary,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",5,33982,Yes,Married,High School Diploma/GED
11160058432,Permanent,35-59,Female,White,,English,,No Insurance,,No,Full Time,Other (please specify),Homeless,"Less than $15,000",1,33950,Yes,Single,High School Diploma/GED
11160050229,Temporary,18-34,Female,White,,English,,Medicare/Medicaid,,Yes,Unemployed,Other (please specify),Homeless,"$15,000 to $45,000",,33952,Yes,Divorced,Some High School or Less
11160032419,Permanent,35-59,,,Hispanic or Latino,Spanish,,Private insurance,,Yes,Self-Employed,Own a Home,,"$15,000 to $45,000",4,33952,Not Sure,Married,High School Diploma/GED
11160024805,Permanent,18-34,Male,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33948,Yes,Single,High School Diploma/GED
11160016253,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Live with Others,,"$45,001 to $90,000",6,33980,Not Sure,Single,High School Diploma/GED
11160007197,Permanent,35-59,Female,White,,English,,No Insurance,,No,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,33952,Yes,Divorced,High School Diploma/GED
11160001373,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,33980,Not Sure,Single,High School Diploma/GED
11159993452,Temporary,35-59,Female,White,,English,,No Insurance,,No,Unemployed,Other (please specify),Homeless,"Less than $15,000",2,,Yes,Single,Some College
11159983528,Permanent,35-59,Female,White,,English,,Medicare/Medicaid,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,34224,Yes,Divorced,Some College
11159969440,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Other (please specify),Homeless,"Less than $15,000",5,33950,Yes,Single,Some High School or Less
11159945746,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",,33982,Yes,Married,Advance Degree (Masters or Doctorate)
11159915169,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",6,33876,Yes,Single,Associate's Degree
11159874639,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Rent a Home,,"Less than $15,000",2,33981,Yes,Married,Bachelor's Degree
11159833224,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33948,No,Married,Associate's Degree
11159580546,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Own a Home,,"Less than $15,000",2,33948,Yes,Divorced,Bachelor's Degree
11159545783,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34224,No,Married,Associate's Degree
11159453494,,,,,,,,,,,,,,,,,,,
11159150368,,,,,,,,,,,,,,,,,,,
11158603756,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",2,33952,Yes,Single,Associate's Degree
11158344605,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Other (please specify),Have a Mortgage,"Less than $15,000",2,33948,Yes,Divorced,Some College
11158124724,Permanent,35-59,,White,,English,,No Insurance,,Yes,Unemployed,Own a Home,,"Less than $15,000",4,33452,Not Sure,Divorced,Bachelor's Degree
11158114694,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Unemployed,Rent a Home,,"$15,000 to $45,000",4,33954,Yes,Married,High School Diploma/GED
11158093972,Permanent,35-59,Female,American Indian or Alaska Native,,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",2,,Yes,,Some College
11158066008,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Part Time,Own a Home,,"$15,000 to $45,000",3,33452,Yes,Divorced,Bachelor's Degree
11158051821,Permanent,35-59,Female,,Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",2,33952,Yes,Single,High School Diploma/GED
11158050713,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"Less than $15,000",2,33982,Not Sure,,Some High School or Less
11158044531,Permanent,60 and over,Female,American Indian or Alaska Native,,English,,Other (please specify),united dual healthcare,No,Retired,Own a Home,,"Less than $15,000",2,34269,No,Divorced,Some College
11158030580,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,Yes,Retired,Own a Home,,"Less than $15,000",3,33952,Yes,Widowed,Bachelor's Degree
11158029931,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",2,34269,Not Sure,Divorced,High School Diploma/GED
11158017301,Permanent,35-59,Female,,Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",2,,Not Sure,Single,High School Diploma/GED
11158012615,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",3,33952,Not Sure,Widowed,High School Diploma/GED
11158001994,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,Yes,Retired,Rent a Home,,"Less than $15,000",5,33952,Yes,Widowed,Some College
11157998657,Permanent,60 and over,Female,,Hispanic or Latino,English,,Other (please specify),FLA Blue,No,Full Time,Other (please specify),Rent Apartment,"$15,000 to $45,000",2,33983,Not Sure,Single,Some High School or Less
11157992334,Permanent,60 and over,Female,,Not Hispanic or Latino,Spanish,,,,,,Rent a Home,,"Less than $15,000",2,,No,Single,High School Diploma/GED
11157984902,Permanent,18-34,Male,Mixed,Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",2,34289,Yes,Single,High School Diploma/GED
11157982800,Permanent,60 and over,Female,Mixed,,English,,Medicare/Medicaid,,No,Unemployed,Other (please specify),Rent apartment.,"Less than $15,000",1,33950,Not Sure,Divorced,High School Diploma/GED
11157973953,Permanent,18-34,Female,White,,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33948,No,Married,Advance Degree (Masters or Doctorate)
11157960875,,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),military,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,34291,No,Married,Associate's Degree
11157958204,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,,,No,Full Time,Rent a Home,,"$90,001 to $150,000",2,33950,No,Married,Bachelor's Degree
11157946891,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",3,33913,No,Married,Advance Degree (Masters or Doctorate)
11157929114,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33953,No,Married,Bachelor's Degree
11157907426,Permanent,18-34,Male,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Other (please specify),rent a room,"Less than $15,000",8,33948,No,Single,Some High School or Less
11157896675,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33983,Yes,Married,Associate's Degree
11157895116,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Self-Employed,Rent a Home,,"Less than $15,000",3,33952,Not Sure,Married,High School Diploma/GED
11157757028,,,,,,,,,,,,,,,,,,,
11157515766,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33954,Yes,Single,Bachelor's Degree
11157439953,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),Not sure yet.,No,Part Time,Own a Home,,"Less than $15,000",1,33948,Yes,Divorced,Associate's Degree
11157265408,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,,2,34291,,Married,Some College
11157108200,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$45,001 to $90,000",3,34224,No,Single,Advance Degree (Masters or Doctorate)
11157026557,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,,No,Married,Bachelor's Degree
11156931095,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33982,No,Divorced,Bachelor's Degree
11156888513,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33955,Yes,Married,High School Diploma/GED
11156850466,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",2,34223,Yes,Single,Some College
11156829742,Permanent,18-34,Male,White,,English,,No Insurance,,Yes,Full Time,Live with Others,,"Less than $15,000",4,33252,Not Sure,Single,High School Diploma/GED
11156806883,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Unemployed,Rent a Home,,"$45,001 to $90,000",4,33981,Yes,Divorced,Associate's Degree
11156792191,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"Less than $15,000",3,33957,Yes,Single,Some College
11156783723,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",4,33952,Yes,Single,Some College
11156770507,Permanent,35-59,Male,White,,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",0,33952,Yes,Single,Some High School or Less
11156757930,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",6,34224,Yes,Single,High School Diploma/GED
11156709964,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Own a Home,,"Less than $15,000",3,33950,Yes,Widowed,Bachelor's Degree
11156707039,Permanent,18-34,Male,White,Hispanic or Latino,Other (please specify),English and Spanish,No Insurance,,No,Unemployed,Live with Others,,,,33952,Not Sure,Single,Some High School or Less
11156688923,Permanent,18-34,Female,White,,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33952,No,Married,Bachelor's Degree
11156644663,"Work in the County, but live outside",18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,34269,No,Married,High School Diploma/GED
11156634279,Permanent,18-34,Female,American Indian or Alaska Native,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"Less than $15,000",4,33952,Yes,Single,High School Diploma/GED
11156566274,Permanent,18-34,Male,Mixed,,English,,No Insurance,,No,Unemployed,Live with Others,,"$45,001 to $90,000",2,33952,Not Sure,Single,Some College
11156546382,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33952,Yes,Married,Some College
11156523841,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Part Time,Own a Home,,,2,,No,Married,Bachelor's Degree
11156513419,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",3,33950,Yes,Single,Some College
11156490234,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Rent a Home,,"$15,000 to $45,000",3,33948,Yes,Single,Associate's Degree
11156465714,Permanent,35-59,,Black or African American,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",1,33980,No,Single,Some College
11156356164,Permanent,35-59,,White,,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",4,,No,Married,Bachelor's Degree
11156298433,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Rent a Home,,"$45,001 to $90,000",one,33948,Yes,Divorced,Associate's Degree
11156206751,Permanent,35-59,Female,Other,Hispanic or Latino,English,,No Insurance,,Yes,Part Time,Rent a Home,,"$15,000 to $45,000",4,33980,Yes,Married,High School Diploma/GED
11156141518,"Work in the County, but live outside",18-34,Female,White,Hispanic or Latino,Spanish,,Medicare/Medicaid,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",5,34286,Yes,Married,Some College
11154518306,Permanent,,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Associate's Degree
11154270878,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,,2,33950,No,Married,High School Diploma/GED
11154243190,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Divorced,High School Diploma/GED
11154230975,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",5,33952,Yes,Married,High School Diploma/GED
11154220690,Permanent,35-59,Male,White,,English,,No Insurance,,No,Self-Employed,Other (please specify),Homeless,"Less than $15,000",1,33980,Yes,Single,High School Diploma/GED
11154182451,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33952,Yes,Single,Some High School or Less
11154165750,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Live with Others,,"Less than $15,000",,34224,Yes,Single,Some High School or Less
11154046568,Permanent,35-59,Male,White,,English,,No Insurance,,No,Unemployed,Other (please specify),Homeless,,,33950,Yes,Widowed,Some High School or Less
11154032699,Permanent,35-59,Male,White,,English,,No Insurance,,No,Self-Employed,Live with Others,,"Less than $15,000",4,33950,Yes,Single,Some High School or Less
11154008556,Permanent,18-34,Male,White,,English,,Medicare/Medicaid,,Yes,,Rent a Home,,"Less than $15,000",3,33952,Yes,Married,High School Diploma/GED
11153960018,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,No Insurance,,No,Self-Employed,Own a Home,,"Less than $15,000",3,33950,Yes,Single,Some College
11153935110,Permanent,60 and over,Female,Mixed,Not Hispanic or Latino,English,,Other (please specify),TriCare for Life,No,Retired,Own a Home,,"$15,000 to $45,000",2,33952,Yes,Divorced,Bachelor's Degree
11153928476,Permanent,35-59,,White,,English,,No Insurance,,Yes,Unemployed,Other (please specify),Homeless,,2,33952,Yes,Widowed,Some High School or Less
11153918810,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",,33980,Yes,Single,Advance Degree (Masters or Doctorate)
11153903113,Permanent,35-59,Male,White,,English,,Medicare/Medicaid,,Yes,Unemployed,Own a Home,,"$15,000 to $45,000",7,33950,Yes,Married,High School Diploma/GED
11153829852,Permanent,35-59,Female,Mixed,,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33953,Yes,Divorced,High School Diploma/GED
11153766917,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34224,No,Married,Advance Degree (Masters or Doctorate)
11152954615,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",1,33952,Yes,Divorced,Bachelor's Degree
11152946199,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",3,34288,No,Married,Some College
11152865758,Permanent,35-59,Female,Other,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33952,Yes,Married,Bachelor's Degree
11152852941,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11152852098,Permanent,35-59,Female,White,Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",2,33952,Not Sure,Single,Some College
11152789413,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",2,33954,No,Single,Advance Degree (Masters or Doctorate)
