RespondID,No,PrimaryCare,EmergencyCare,DentalAdult,DentalChild,Hospital,Pediatric,Specialty,PharmacyMedication,MentalBehavioral,LegalCounsel,FoodPantryMeals,Shelter,UtilitiesAssistance,ChildCare,RentalHousingAssistance,SupportGroups,PreNatalMaternity,SubstanceAbuseTreatment,Other
11167261821,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",,, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,"oral surgery, endodontist"
11167261578,No,,,,,,,,,,,,,,,,,,,
11167255956,,"Yes, Primary Care",,,, Hospital Care,,,,,,,,,,,,,,
11167249988,,"Yes, Primary Care","Yes, Emergency Care",,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,,,,,,
11167245164,,,,,,,,,,,,,,,,,,,,
11167241797,,,,,,,,,,,,,,,,,,,,
11167232106,,,, Dental Care ,,,,,,,,, Shelter,,,,,, Substance Abuse Treatment,
11167227383,No,,,,,,,,,,,,,,,,,,,
11167227065,No,,,,,,,,,,,,,,,,,,,
11167220640,,,,,,,, Specialty Care (Specify Under Other),,,,,,, Child Care,,,,,Therapy for special needs children
11167217319,No,,,,,,,,,,,,,,,,,,,
11167212890,,,,,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance, Support Groups,,,
11167205603,,,,,,,,,,,,,,,,,,,,
11167204119,,,"Yes, Emergency Care", Dental Care ,,,,,,,, Food Pantries/Meals, Shelter,,,,,, Substance Abuse Treatment,
11167201133,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11167188862,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11167176644,No,,,,,,,,,,,,,,,,,,,
11167164714,,"Yes, Primary Care",, Dental Care ,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11167151703,,,,, Dental Care (for Children),,,,,,,, Shelter,,,,, Pre-Natal or Maternity Care,,
11167130622,No,,,,,,,,,,,,,,,,,,,
11167119189,,"Yes, Primary Care","Yes, Emergency Care",,, Hospital Care,, Specialty Care (Specify Under Other),,, Legal Counsel,, Shelter,,,,,,,
11167106075,,,,,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11167099178,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11167083032,,,,,,,,,,,,,,,,,,,,
11167068541,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children),,,,,, Legal Counsel,, Shelter,,,,,,,
11166982689,,,,,,,,,,,,,,,,,,,,
11166274825,No,,,,,,,,,,,,,,,,,,,
11166260590,No,,,,,,,,,,,,,,,,,,,
11166258730,,,,,,,,,,,,,,,,,,,,Medicade
11166251179,No,,,,,,,,,,,,,,,,,,,
11166241233,No,"Yes, Primary Care",,,,,,,,, Legal Counsel,,,,,,,,,
11166239306,No,,,,,,,,,,,,,,,,,,,
11166226128,No,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11166224969,No,,,,,,,,,,,,,,,,,,,
11166214336,No,,,,,,,,,,,,,,,,,,,
11166209726,No,,,,,,,,,,,,,,,,,,,
11166206361,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,,, Support Groups,,,
11166194194,No,,,,,,,,,,,,,,,,,,,
11166188312,,,,,,,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,
11166183367,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care,,,,,,,,,,,,,,
11166167471,,,,,,,,,,,, Food Pantries/Meals,,,, Rental/Housing Assistance,,,,
11166166359,,"Yes, Primary Care",,,,,,,,,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,,,
11166063300,,,,,,,, Specialty Care (Specify Under Other),,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,"Public transportation is a problem along with reliable specialty care..people go out of county for cancer, MS, Parkinson, Alzheimer care - why?"
11165669973,No,,,,,,,,,,,,,,,,,,,
11165012444,No,,,,,,,,,,,,,,,,,,,
11164815511,,,,,,,,,,,,,,, Child Care, Rental/Housing Assistance,,,,
11164812014,,,,,,,,,,,,,,,,,,,,
11164650427,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance,,,, Pre-Natal or Maternity Care,,
11164494487,No,,,,,,,,,,,,,,,,,,,
11163939883,,,,,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11163388957,,,,,, Hospital Care,,,,,,, Shelter,,, Rental/Housing Assistance, Support Groups,,,
11163297153,,,,,,,,,,,,,,,,,,,,
11162819218,No,,,,,,,,,,,,,,,,,,,
11162801723,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11162271812,No,,,,,,,,,,,,,,,,,,,
11162152745,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11161432220,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11160859560,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,,, Support Groups,, Substance Abuse Treatment,
11160845455,,,,,,,,,,,, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160839838,,,,,,,,,,,, Food Pantries/Meals,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160831679,,"Yes, Primary Care",,,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11160827427,,,,,,,,,,,,,,,,,,,,
11160822002,No,,,,,,,,,,,,,,,,,,,
11160816054,,,, Dental Care ,,,,,,, Legal Counsel,,,,,,,,,
11160810539,,,,,,,,,,,,,,,,,,,,
11160805278,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160791306,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,
11160785593,,,, Dental Care ,,,,,,,,, Shelter,,,,,,,
11160779076,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,
11160773314,,"Yes, Primary Care",,,, Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160766622,,,,,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11160766172,No,,,,,,,,,,,,,,,,,,,
11160761445,,,, Dental Care ,,,,,,, Legal Counsel, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,,,,
11160753990,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11160748232,,,,,,,,,,,,,,,,,,,,
11160740726,,"Yes, Primary Care",, Dental Care ,,,,,,,, Food Pantries/Meals,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11160734603,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,,,,,,,,,,
11160723234,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11160715764,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,Good doctors that know what they are doing
11160709152,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11160702251,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,,,, Support Groups,, Substance Abuse Treatment,
11160696530,No,,,,,,,,,,,,,,,,,,,
11160688201,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160682142,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160671864,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11160664703,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11160657255,No,,,,,,,,,,,,,,,,,,,
11160649755,,,, Dental Care , Dental Care (for Children),,,,,, Legal Counsel,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160643190,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,Gastrointestinal specialist
11160623096,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11160391837,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160236580,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,, Child Care,,,,,
11160198624,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160194782,,,,,,,,,,,,,, Utilities Assistance, Child Care,,,,,
11160192650,,,, Dental Care ,,,,,,,,, Shelter,,, Rental/Housing Assistance,,,,public transportation
11160183275,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,, Rental/Housing Assistance,,,,
11160183107,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11160176796,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160175349,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,,,,,,
11160167278,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,,,,,,
11160166822,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160158525,,,,,,,,,,, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11160156592,,"Yes, Primary Care",,, Dental Care (for Children),,,,, Mental & Behavioral Health Care,,, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160150713,,,,,,,,,,,,,,,,,,,,
11160145292,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,,, Utilities Assistance,,,,, Substance Abuse Treatment,
11160140163,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160133375,,"Yes, Primary Care",, Dental Care ,,,,,,,,, Shelter,,,,,,,
11160114124,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,,,
11160087778,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11160081544,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,, Food Pantries/Meals,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160072417,,,, Dental Care ,,,,,,,,,,,,,,,,
11160058432,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11160050229,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,, Hospital Care,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11160032419,,"Yes, Primary Care",, Dental Care ,,,,,,,, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care,, Support Groups,,,
11160024805,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,, Food Pantries/Meals, Shelter,, Child Care,, Support Groups,,,
11160016253,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,,,, Food Pantries/Meals,,, Child Care,, Support Groups,, Substance Abuse Treatment,
11160007197,,,, Dental Care ,,,,,,,,, Shelter,, Child Care,,,,,
11160001373,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,, Shelter,,,,,,,
11159993452,,,,,,,,,,,,,,, Child Care,,,,,
11159983528,,,, Dental Care , Dental Care (for Children),,,,,,,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11159969440,,,,,,,,,,,,,,,,,,,,
11159945746,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,related to housing: affordable homeowner's insurance
11159915169,,,,,,,,,,,,,,, Child Care,, Support Groups, Pre-Natal or Maternity Care,,
11159874639,,,, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11159833224,,,,,,,,,,, Legal Counsel,,,,,,,,,
11159580546,,,,,,,,,,,,,,,,, Support Groups,,,
11159545783,,,,,,,,,,,,,,,,,,,,"All could apply if an individual has difficulty accessing transportation, doesn't have the financial means and a host of other issues."
11159453494,No,,,,,,,,,,,,,,,,,,,
11159150368,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11158603756,,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance,,,,
11158344605,,,, Dental Care ,,,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,,,Pain management
11158124724,,,, Dental Care ,,,,,,,,,,,,,,,,no
11158114694,No,,,,,,,,,,,,,,,,,,,
11158093972,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,, Child Care,,,,,
11158066008,No,,,,,,,,,,,,,,,,,,,
11158051821,,"Yes, Primary Care","Yes, Emergency Care",, Dental Care (for Children),,,,,,,,,,,,,,,
11158050713,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",,,, Shelter,,,, Support Groups,, Substance Abuse Treatment,pain management.
11158044531,,,,,,,, Specialty Care (Specify Under Other),,, Legal Counsel,, Shelter,,,,,,,
11158030580,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11158029931,No,,, Dental Care ,,,,,,,,,,,,,,,,
11158017301,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,,,
11158012615,,"Yes, Primary Care",, Dental Care ,,,,,,,,,,,,,,,,
11158001994,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,,,,,,,,,
11157998657,,"Yes, Primary Care","Yes, Emergency Care",,,,,,,,,,,,,,,,,
11157992334,No,,,,,,,,,,,,,,,,,,,
11157984902,No,,,,,,,,,,,,,,,,,,,
11157982800,,,"Yes, Emergency Care",,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11157973953,,,,,,,,,,,,,,,,,,,,not sure
11157960875,No,,,,,,,,,,,,,,,,,,,
11157958204,,,,, Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,,,,,,,,,derm or any other specialty not taking new patients
11157946891,,,,,,, Pediatric Care,,,,,,,, Child Care,,,,,
11157929114,,,,,,,,,,,,,,, Child Care,,, Pre-Natal or Maternity Care,,
11157907426,,,,,,,,,,,,,,,,,,,,
11157896675,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11157895116,No,"Yes, Primary Care",, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11157757028,No,,,,,,,,,,,,,,,,,,,
11157515766,,"Yes, Primary Care",, Dental Care ,,,, Specialty Care (Specify Under Other),,,,, Shelter,, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care,,endocrinologist
11157439953,No,,,,,,,,,,,,,,,,,,,
11157265408,,,, Dental Care , Dental Care (for Children),,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,,,,
11157108200,,,,,, Hospital Care,,,,,,,,,,,,,,
11157026557,,,,,,, Pediatric Care,,,,,,,,,,,,,
11156931095,,,, Dental Care ,,,,,,, Legal Counsel,, Shelter,, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,Youth and senior neighborhood programs
11156888513,,,, Dental Care ,,,,,,,,, Shelter,,, Rental/Housing Assistance,,,,
11156850466,,,, Dental Care ,,,,,,,,, Shelter,,,,,,,
11156829742,,,,,,,,,,,,,,,, Rental/Housing Assistance,,,,
11156806883,,,,,,,,,,,,,,,,,,,,
11156792191,No,,,,,,,,,,,,,,,,,,,
11156783723,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11156770507,,,,, Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,, Food Pantries/Meals,,,,, Support Groups,,,
11156757930,,,, Dental Care ,,,,,,,,,, Utilities Assistance, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11156709964,No,,,,,,,,,,,,,,,,,,,
11156707039,,"Yes, Primary Care",, Dental Care ,, Hospital Care,,,"Yes, Pharmacy/Medication",,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11156688923,,,,,,,, Specialty Care (Specify Under Other),,,,,,,,,,,,Pediatric therapy
11156644663,,,,,,,,,,,,,,,,,,,,Holistic care
11156634279,,,,,,,,,,,,,,,,,,,,
11156566274,,,, Dental Care ,,,,,,,,,,,,,,,,
11156546382,,,"Yes, Emergency Care",,, Hospital Care,, Specialty Care (Specify Under Other),,,,,,,, Rental/Housing Assistance,,,,
11156523841,,,,,,,,,,,,,,,,,,,,
11156513419,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,, Mental & Behavioral Health Care,,,,, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11156490234,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",,, Food Pantries/Meals,,,,,,,,
11156465714,,,, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication",,,, Shelter,,, Rental/Housing Assistance,,,,
11156356164,,"Yes, Primary Care",,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11156298433,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11156206751,,,"Yes, Emergency Care", Dental Care ,, Hospital Care,,,,,,, Shelter,,,,,,,
11156141518,,,, Dental Care ,,,,,,,,,,, Child Care,,,,,
11154518306,,,, Dental Care ,,,,,,,,,,,,,,,,
11154270878,,,,,,,,,,,,,,,,,,,,
11154243190,,"Yes, Primary Care",,,,,,,,,, Food Pantries/Meals, Shelter,,,,,,,
11154230975,,,,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11154220690,,"Yes, Primary Care",,,,,,,,, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11154182451,No,,,,,,,,,,,,,,,,,,,
11154165750,,"Yes, Primary Care",, Dental Care ,,,,,,,,, Shelter,,,,,,,"Hep. B, Hep. C Treatment"
11154046568,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11154032699,,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11154008556,,,,,,,,,,,, Food Pantries/Meals,,,,,,,,Not great care in the jails
11153960018,,,, Dental Care ,,,,,,, Legal Counsel,,,,,,,,,
11153935110,,,, Dental Care ,,,,,,,,,, Utilities Assistance,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11153928476,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11153918810,,,,,,,,,,, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance,,,,
11153903113,,,, Dental Care , Dental Care (for Children),,,,,,,,,,, Rental/Housing Assistance,,,,
11153829852,,,, Dental Care ,,,,,,,, Food Pantries/Meals, Shelter,,,,,,,
11153766917,,,,,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,, Shelter,,,,,,,quality cardiologist
11152954615,,,,,,,,,,,,,,,,,,,,Lack of information; language problems; and lack of transportation are an issue that complicates nearly all of the above needs.
11152946199,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance, Support Groups,,,
11152865758,,,,,,,,,,,,,,,,,,,,Culturally-Diverse pool of medical providers
11152852941,No,,,,,,,,,,,,,,,,,,,
11152852098,,,,,,,,,,,,,,,,,,,,
11152789413,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,, Child Care,, Support Groups,, Substance Abuse Treatment,
11152725282,,,,,,,,,,,,,,, Child Care,,,, Substance Abuse Treatment,
11152605929,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11152424058,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11150856257,,,, Dental Care ,,,,,,, Legal Counsel,,,,, Rental/Housing Assistance,,,,
11150755946,,"Yes, Primary Care",,, Dental Care (for Children), Hospital Care,,,,,,,,,, Rental/Housing Assistance,,,,
11150513432,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11150490306,,,,,,,,,,,,, Shelter, Utilities Assistance,,,,,,
11150285615,,,, Dental Care ,,,,,,,,,,,,,,, Substance Abuse Treatment,Access to affordable medical marijuana
11149917596,,,,,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,,,
11148814111,,,,,,,,,,,,, Shelter,,,,,,,
11148656975,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,,,
11148417570,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,, Substance Abuse Treatment,
11148396475,,"Yes, Primary Care","Yes, Emergency Care", Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11148395089,No,,,,,,,,,,,,,,,,,,,
11148393012,,,,,,,,,,,,,,,,, Support Groups,, Substance Abuse Treatment,
11148304045,,,,,,,,,, Mental & Behavioral Health Care,,,,,,,,,,
11148254681,,,,,,,,,,,,,,,,,,,,
11148199495,No,,,,,,,,,,,,,,,,,,,
11148183587,No,,,,,,,,,,,,,,,,,,,
11148043130,,,,,,,,,,,,, Shelter,,,,,,,
11148008740,,,"Yes, Emergency Care", Dental Care ,,,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,,,
11147956480,,,,,,,,,,,,,,,,,,,,Austism Services
11147949392,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),, Pediatric Care,,"Yes, Pharmacy/Medication",, Legal Counsel,,,,,,,,,
11147653510,No,,,,,,,,,,,,,,,,,,,
11147027664,,"Yes, Primary Care",, Dental Care ,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,, Rental/Housing Assistance,,,,
11146999714,,,,, Dental Care (for Children),,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,,,,, Pre-Natal or Maternity Care,,
11146654275,,,,, Dental Care (for Children),,,,,,,,,,,,,,,
11146422242,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11145532810,,"Yes, Primary Care",,,,, Pediatric Care,,, Mental & Behavioral Health Care,,,,,,,,,,
11145322476,,,, Dental Care ,,,,,,,, Food Pantries/Meals, Shelter,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11144852296,,,,, Dental Care (for Children),, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,,,,, Child Care,,,,,specialty care is limited in their scope and often refer to Lee or Sarasota county for particular services
11144480699,,,,,,, Pediatric Care,,,,,,,,, Rental/Housing Assistance,,, Substance Abuse Treatment,
11144220820,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),,,,, Shelter,,,,,,,
11144127020,No,,,,,,,,,,,,,,,,,,,
11143736310,,"Yes, Primary Care",,,,,,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,,,,,,,,
11143612405,,,"Yes, Emergency Care",,,,,,,,,,,,,,,,,
11142619722,,,,,,,,,,,,, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11142100243,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11142084354,,,, Dental Care ,,,,,"Yes, Pharmacy/Medication",, Legal Counsel, Food Pantries/Meals,,,,,,,,
11142074304,No,,,,,,,,,,,,,,,,,,,
11142065350,No,,,,,,,,,,,,,,,,,,,
11142057879,No,"Yes, Primary Care",,,,,,,,,,,,,,,,,,
11142049048,,"Yes, Primary Care",, Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care,,,, Utilities Assistance,, Rental/Housing Assistance,,,,
11142041256,,,, Dental Care ,,,,,,,,,,,,,,,,
11142018502,,"Yes, Primary Care","Yes, Emergency Care", Dental Care , Dental Care (for Children), Hospital Care, Pediatric Care, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups, Pre-Natal or Maternity Care, Substance Abuse Treatment,"People need help wit hall of this, all different age groups."
